Sentence,Label,Numerical Label
The planet Venus is the brightest object in the night sky after the moon.,Informative,4
"The human tongue can detect sweet, sour, salty, bitter, and umami (savory) tastes.",Informative,4
The planet Mercury is the closest planet to the sun.,Informative,4
The human skin is the largest organ in the body.,Informative,4
The International Space Station orbits Earth at an altitude of approximately 250 miles.,Informative,4
The planet Neptune was discovered in 1846 by the French astronomer Urbain Le Verrier.,Informative,4
The human liver is the largest internal organ in the body.,Informative,4
"The longest river in the world is the Nile, which flows over 4,000 miles through Africa.",Informative,4
The planet Uranus is tilted at an angle of approximately 98 degrees.,Informative,4
The human stomach can hold approximately 1.5 liters of food and liquid.,Informative,4
"The largest mammal in the world is the blue whale, which can weigh up to 200 tons.",Informative,4
The planet Pluto was reclassified as a dwarf planet in 2006.,Informative,4
The human lungs contain over 300 million alveoli (tiny air sacs).,Informative,4
The deepest lake in the world is Lake Baikal in Russia,Informative,4
"""Believe in yourself and all that you are capable of achieving""",Inspirational,5
"""Take action towards your goals each day, no matter how small""",Inspirational,5
"""The journey may be long, but the destination is worth it""",Inspirational,5
"""You are the only one who can make your dreams a reality""",Inspirational,5
"""Never give up on what sets your soul on fire""",Inspirational,5
"""The only limits in life are the ones we set for ourselves""",Inspirational,5
"""Success is not final, failure is not fatal: it is the courage to continue that counts""",Inspirational,5
"""The only way to do great work is to love what you do""",Inspirational,5
"""Your time is limited, don't waste it living someone else's life""",Inspirational,5
"""Don't watch the clock; do what it does. Keep going""",Inspirational,5
"""You miss 100% of the shots you don't take""",Inspirational,5
"""Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful""",Inspirational,5
"""Success is stumbling from failure to failure with no loss of enthusiasm""",Inspirational,5
"""Dreams don't work unless you do""",Inspirational,5
"""The biggest adventure you can ever take is to live the life of your dreams""",Inspirational,5
"""Believe you can and you're halfway there""",Inspirational,5
"""You don't have to be great to start, but you have to start to be great""",Inspirational,5
"""Believe in yourself, and the rest will fall into place""",Inspirational,5
"""It's not about perfect. It's about effort. And when you bring that effort every single day, that's where transformation happens""",Inspirational,5
"""Your only limit is the amount of willingness you have to step out of your comfort zone""",Inspirational,5
"""If you don't build your own dream, someone else will hire you to help build theirs""",Inspirational,5
"""Success is not measured by what you accomplish, but by the opposition you have encountered, and the courage with which you have maintained the struggle against overwhelming odds""",Inspirational,5
"""You are never too old to set another goal or to dream a new dream""",Inspirational,5
"""The difference between ordinary and extraordinary is that little extra""",Inspirational,5
"""The greatest glory in living lies not in never falling, but in rising every time we fall""",Inspirational,5
"""Start where you are. Use what you have. Do what you can""",Inspirational,5
"""Don't let yesterday take up too much of today""",Inspirational,5
"""Strive not to be a success, but rather to be of value""",Inspirational,5
"""Success is not a destination, it's a journey""",Inspirational,5
"""Don't wait for opportunities, create them""",Inspirational,5
"""Happiness is not something ready-made. It comes from your own actions""",Inspirational,5
"""Believe and act as if it were impossible to fail""",Inspirational,5
"""Life is like a camera, focus on the good times, develop from the negatives, and if things don't work out, take another shot""",Inspirational,5
"With hard work and determination, anything is possible.",Inspirational,5
The only limits are the ones you set for yourself.,Inspirational,5
"Believe in yourself and your dreams, and you can achieve anything.",Inspirational,5
"The greatest glory in living lies not in never falling, but in rising every time we fall.",Inspirational,5
The future belongs to those who believe in the beauty of their dreams.,Inspirational,5
"Success is not final, failure is not fatal: it is the courage to continue that counts.",Inspirational,5
Keep your face always toward the sunshine - and shadows will fall behind you.,Inspirational,5
"Strive not to be a success, but rather to be of value.",Inspirational,5
Happiness is not something ready made. It comes from your own actions.,Inspirational,5
Believe you can and you're halfway there.,Inspirational,5
Believe you can and you're halfway there.,Inspirational,5
It does not matter how slowly you go as long as you do not stop.,Inspirational,5
"Strive not to be a success, but rather to be of value.",Inspirational,5
The only way to do great work is to love what you do.,Inspirational,5
The best way to predict the future is to create it.,Inspirational,5
Don't watch the clock; do what it does. Keep going.,Inspirational,5
"If you can dream it, you can achieve it.",Inspirational,5
"Success is not final, failure is not fatal: it is the courage to continue that counts.",Inspirational,5
You are never too old to set another goal or to dream a new dream.,Inspirational,5
A person who never made a mistake never tried anything new.,Inspirational,5
"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.",Inspirational,5
Life is 10% what happens to you and 90% how you react to it.,Inspirational,5
Don't let yesterday take up too much of today.,Inspirational,5
You miss 100% of the shots you don't take.,Inspirational,5
"Life is like riding a bicycle. To keep your balance, you must keep moving.",Inspirational,5
Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle.,Inspirational,5
The only person you are destined to become is the person you decide to be.,Inspirational,5
"In order to succeed, we must first believe that we can.",Inspirational,5
"I can't change the direction of the wind, but I can adjust my sails to always reach my destination.",Inspirational,5
Your only limit is the amount of willingness you show to make things happen.,Inspirational,5
"The greatest glory in living lies not in never falling, but in rising every time we fall.",Inspirational,5
"You don't have to be great to start, but you have to start to be great.",Inspirational,5
The only true wisdom is in knowing you know nothing.,Inspirational,5
"I have not failed. I've just found 10,000 ways that won't work.",Inspirational,5
The future belongs to those who believe in the beauty of their dreams.,Inspirational,5
"If you look at what you have in life, you'll always have more.",Inspirational,5
Happiness is not something ready made. It comes from your own actions.,Inspirational,5
You must be the change you wish to see in the world.,Inspirational,5
The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart.,Inspirational,5
"If you want to lift yourself up, lift up someone else.",Inspirational,5
"I can accept failure, everyone fails at something. But I can't accept not trying.",Inspirational,5
What you get by achieving your goals is not as important as what you become by achieving your goals.,Inspirational,5
"If you're going through hell, keep going.",Inspirational,5
"I've been thinking about what you said, and I appreciate your perspective.",Thoughtful,6
I wanted to send you this small gift to brighten your day.,Thoughtful,6
"I remember you mentioning how much you love coffee, so I brought you a fresh cup.",Thoughtful,6
I took the time to research and find a book I thought you might enjoy.,Thoughtful,6
I saw this and thought of you. I hope it brings a smile to your face.,Thoughtful,6
How are you feeling? I wanted to check in and see how you're doing.,Thoughtful,6
I made sure to save you a slice of your favorite cake.,Thoughtful,6
"I know you're going through a tough time, and I'm here to listen if you need to talk.",Thoughtful,6
"I noticed you've been working hard, so I thought you could use a break. Let's grab lunch.",Thoughtful,6
I wrote you a heartfelt letter expressing how much you mean to me.,Thoughtful,6
"I know it's been a while since we caught up, so I wanted to reach out and see how you're doing.",Thoughtful,6
I prepared your favorite meal because I wanted to show you how much I care.,Thoughtful,6
I remembered your birthday and got you a little something to celebrate.,Thoughtful,6
I saw this article and thought you might find it interesting.,Thoughtful,6
"I noticed you've been stressed lately, so I booked a spa day for you to relax and unwind.",Thoughtful,6
"I know you love gardening, so I brought you some new seeds to add to your collection.",Thoughtful,6
I took the time to organize your closet for you because I know how much it overwhelms you.,Thoughtful,6
"I saw that you've been wanting to try a new hobby, so I got you a starter kit.",Thoughtful,6
"I heard you had a long day, so I ran a warm bath for you to help you relax.",Thoughtful,6
"I thought about what you said, and it made me reflect on my own actions.",Thoughtful,6
I wanted to surprise you with tickets to that concert you've been wanting to attend.,Thoughtful,6
"I know you've been struggling with time management, so I found an app that might help.",Thoughtful,6
I brought you a blanket because I noticed you're always cold in the office.,Thoughtful,6
"I know you're a fan of art, so I visited a gallery and picked up a print I thought you'd like.",Thoughtful,6
"I remember you mentioned your favorite childhood candy, so I brought you a bag.",Thoughtful,6
I wanted to let you know that I believe in you and your abilities.,Thoughtful,6
I made a playlist of songs that remind me of you. I hope you enjoy it.,Thoughtful,6
I found this interesting podcast episode and thought you might find it thought-provoking.,Thoughtful,6
"I know you've been wanting to learn a new language, so I got you a language learning book.",Thoughtful,6
I wanted to apologize for my actions and let you know that I've reflected on them.,Thoughtful,6
I brought you a cup of tea because I know it helps you relax.,Thoughtful,6
"I noticed you've been feeling down, so I gathered some funny videos to cheer you up.",Thoughtful,6
One important aspect to consider is the impact of our actions on the environment,Thoughtful,6
"Before making a decision, it's important to weigh the pros and cons",Thoughtful,6
Taking the time to reflect on our emotions can help us understand them better,Thoughtful,6
It's important to recognize the value of hard work and perseverance,Thoughtful,6
Showing empathy towards others can help build stronger relationships,Thoughtful,6
"We should always strive to learn and grow, both personally and professionally",Thoughtful,6
It's important to communicate our thoughts and feelings in a clear and respectful manner,Thoughtful,6
Making time for self-care can help improve our overall well-being,Thoughtful,6
We should always strive to be open-minded and consider different perspectives,Thoughtful,6
Reflecting on past experiences can help us learn and grow,Thoughtful,6
It's important to take responsibility for our actions and their consequences,Thoughtful,6
Listening to others without judgment can help us better understand their point of view,Thoughtful,6
"It's important to be mindful of our words and actions, as they can have a significant impact on others",Thoughtful,6
Taking breaks and allowing ourselves to rest is crucial for our physical and mental health,Thoughtful,6
Seeking feedback from others can help us identify areas for improvement,Thoughtful,6
Being honest and transparent can help build trust in relationships,Thoughtful,6
We should always strive to be kind and compassionate towards others,Thoughtful,6
It's important to consider the long-term consequences of our decisions,Thoughtful,6
Learning from our mistakes can help us avoid repeating them in the future,Thoughtful,6
Taking the time to express gratitude can help improve our overall outlook on life,Thoughtful,6
It's important to be adaptable and willing to adjust our plans as circumstances change,Thoughtful,6
Setting realistic goals and creating a plan can help us achieve success,Thoughtful,6
Showing appreciation for others can help strengthen our relationships,Thoughtful,6
"It's important to take care of our mental health, just as we would with our physical health",Thoughtful,6
Being present in the moment can help us appreciate the simple joys in life,Thoughtful,6
We should always strive to be inclusive and accepting of diversity,Thoughtful,6
Prioritizing our well-being can help us better serve others,Thoughtful,6
Taking responsibility for our emotions can help us manage them more effectively,Thoughtful,6
It's important to recognize and address any biases we may have,Thoughtful,6
Giving ourselves permission to make mistakes can help us embrace new challenges,Thoughtful,6
Setting boundaries in relationships can help us maintain our own well-being,Thoughtful,6
Practicing self-compassion can help us be more forgiving of ourselves,Thoughtful,6
It's important to seek out resources and support when facing challenges,Thoughtful,6
Embracing change can help us grow and learn,Thoughtful,6
Acknowledging our own strengths and weaknesses can help us identify areas for growth,Thoughtful,6
We should always strive to be respectful and considerate of others' feelings,Thoughtful,6
Making time for hobbies and interests can help us find joy in everyday life,Thoughtful,6
Setting realistic expectations for ourselves can help us avoid burnout,Thoughtful,6
It's important to recognize our own self-worth and value,Thoughtful,6
Seeking out new experiences can help us broaden our horizons,Thoughtful,6
It's important to take time for self-reflection and introspection,Thoughtful,6
We should be mindful of the impact our actions have on those around us,Thoughtful,6
It's crucial to listen to others and consider their perspectives,Thoughtful,6
We should strive to be empathetic and understanding towards those who are different from us,Thoughtful,6
It's important to be open-minded and receptive to new ideas and perspectives,Thoughtful,6
We should always try to learn from our mistakes and use them as opportunities for growth,Thoughtful,6
"It's important to be kind and compassionate towards others, even in difficult situations",Thoughtful,6
"We should be intentional about the way we communicate with others, using clear and respectful language",Thoughtful,6
"It's crucial to take care of our mental and emotional health, as well as our physical health",Thoughtful,6
We should strive to be patient and understanding with ourselves as we navigate through life's challenges,Thoughtful,6
It's important to take the time to appreciate the beauty and wonder of the world around us,Thoughtful,6
We should be intentional about building meaningful relationships with those around us,Thoughtful,6
"It's crucial to be mindful of our own biases and prejudices, and work to overcome them",Thoughtful,6
"We should strive to be authentic and true to ourselves, rather than conforming to societal expectations",Thoughtful,6
It's important to be honest and transparent in our interactions with others,Thoughtful,6
We should be intentional about expressing gratitude and appreciation towards those who have impacted our lives,Thoughtful,6
It's crucial to be mindful of the impact our choices have on the environment and work to reduce our carbon footprint,Thoughtful,6
We should strive to be proactive and take initiative in our personal and professional lives,Thoughtful,6
"It's important to be mindful of the way we speak to ourselves, and practice self-compassion",Thoughtful,6
We should be intentional about seeking out diverse perspectives and experiences,Thoughtful,6
It's crucial to be aware of our own limitations and seek out help when needed,Thoughtful,6
We should strive to be adaptable and flexible in the face of change,Thoughtful,6
It's important to be mindful of the way we spend our time and prioritize what's truly important,Thoughtful,6
We should be intentional about practicing self-care and taking breaks when needed,Thoughtful,6
It's crucial to be aware of our own emotions and regulate them in a healthy way,Thoughtful,6
"We should strive to be proactive about problem-solving, rather than reactive",Thoughtful,6
"It's important to be mindful of the way we approach conflicts with others, using a collaborative and constructive approach",Thoughtful,6
We should be intentional about seeking out and accepting constructive feedback,Thoughtful,6
"It's crucial to be aware of our own strengths and weaknesses, and work to develop ourselves in areas of growth",Thoughtful,6
We should strive to be accountable for our own actions and take responsibility for our mistakes,Thoughtful,6
It's important to be mindful of the way we speak about and interact with those who are different from us,Thoughtful,6
We should be intentional about seeking out opportunities for personal and professional development,Thoughtful,6
It's crucial to be aware of the way our own behavior and actions contribute to larger societal issues,Thoughtful,6
We should strive to be creative and innovative in the way we approach problems and challenges,Thoughtful,6
Why did the tomato turn red? Because it saw the salad dressing!,Witty,7
I told my wife she was drawing her eyebrows too high. She looked surprised.,Witty,7
I’m reading a book on the history of glue. I just can’t seem to put it down!,Witty,7
Why don’t scientists trust atoms? Because they make up everything.,Witty,7
I’m on a whiskey diet. I’ve lost three days already.,Witty,7
The easiest way to find something lost around the house is to buy a replacement.,Witty,7
Did you hear about the kidnapping at the playground? They woke up.,Witty,7
"I used to be a baker, but I couldn’t raise the dough.",Witty,7
Did you hear about the restaurant called Karma? There’s no menu—you get what you deserve.,Witty,7
Why do we tell actors to “break a leg?” Because every play has a cast.,Witty,7
I’m reading a book about anti-gravity. It’s impossible to put down!,Witty,7
What’s the difference between a poorly dressed man on a trampoline and a well-dressed man on a trampoline? Attire.,Witty,7
"I was wondering why the frisbee was getting bigger, then it hit me.",Witty,7
What do you get when you cross a snowman and a shark? Frostbite.,Witty,7
Why did the scarecrow win an award? Because he was outstanding in his field.,Witty,7
Did you hear about the Italian chef that died? He pasta way.,Witty,7
"I’m trying to organize a hide and seek tournament, but it’s really hard to find good players.",Witty,7
I’m really good at solving problems. I’m so good that I even created some that don’t exist yet.,Witty,7
"My boss told me to have a good day, so I went home.",Witty,7
I’m on a whiskey diet. I’ve lost three days already.,Witty,7
Why do we park in a driveway and drive on a parkway? English is weird.,Witty,7
Why did the cookie go to the doctor? Because it was feeling crumbly.,Witty,7
"If at first, you don’t succeed, then skydiving is not for you.",Witty,7
"I’m trying to start a band called “1023MB.” We haven’t gotten a gig yet, but we have a lot of fans online.",Witty,7
"I used to have a job at a calendar factory, but I got fired because I took a couple of days off.",Witty,7
"""I told my wife she was drawing her eyebrows too high. She looked surprised.""",Witty,7
"""I used to play piano by ear. Now I use my hands.""",Witty,7
"""I'm reading a book on anti-gravity. It's impossible to put down!""",Witty,7
"""I told my boss I needed a day off to go to a funeral. He said, 'Whose funeral?' I said, 'My own if I don't get a day off.'""",Witty,7
"""Why did the scarecrow win an award? Because he was outstanding in his field.""",Witty,7
"""I always wanted to be a procrastinator, but I never got around to it.""",Witty,7
"""I have a photographic memory, but I always forget to put in the memory card.""",Witty,7
"""I don't trust people who don't like dogs, but I trust dogs who don't like people.""",Witty,7
"""I'm not arguing, I'm just explaining why I'm right.""",Witty,7
"""I'm not a morning person, I'm a coffee person.""",Witty,7
"""I used to be indecisive, but now I'm not sure.""",Witty,7
"""I'm not saying I'm Batman, but have you ever seen me and Batman in the same room?""",Witty,7
"""I have the memory of a goldfish, but only for things that aren't important.""",Witty,7
"""I never forget a face, but in your case, I'll make an exception.""",Witty,7
"""I'm on a whiskey diet. I've lost three days already.""",Witty,7
"""I don't suffer from insanity, I enjoy every minute of it.""",Witty,7
"""I'm not lazy, I'm just conserving my energy.""",Witty,7
"""I'm not arguing, I'm just passionately expressing my opinion with someone who's wrong.""",Witty,7
"""I'm not saying I'm Wonder Woman, but have you ever seen me and Wonder Woman in the same room?""",Witty,7
"""I'm not great at the advice, can I interest you in a sarcastic comment?""",Witty,7
"""I'm not a vegetarian because I love animals. I'm a vegetarian because I hate plants.""",Witty,7
"""I don't always make sense, but when I do, I don't.""",Witty,7
"""I told my wife she was drawing her eyebrows too high. She looked surprised.""",Witty,7
"""I don't have a drinking problem. I drink, I get drunk, I fall down. No problem.""",Witty,7
"""I'm not arguing, I'm just explaining why I'm right. Again.""",Witty,7
"""I'm not a morning person. I'm a mourning person, mourning the death of my sleep.""",Witty,7
"""I'm not saying I'm a superhero, but have you ever seen me and Spider-Man in the same room?""",Witty,7
"""I used to be indecisive. Now I'm not sure.""",Witty,7
"""I'm not a doctor, but I play one on TV.""",Witty,7
"""I'm not saying I'm Captain America, but have you ever seen me and Captain America in the same room?""",Witty,7
"""I'm not bossy, I just have better ideas.""",Witty,7
"""I'm not arguing, I'm just telling you why you're wrong.""",Witty,7
"""I'm not a morning person, I'm a coffee person.""",Witty,7
"""I'm not arguing, I'm just expressing myself with more volume and passion than you.""",Witty,7
"""I'm not arguing, I'm just explaining why I'm right. Again. And louder.""",Witty,7
"""I'm not short, I'm just concentrated awesome.""",Witty,7
"""I'm not a morning person. I'm a mourning person, mourning the death of my dreams.""",Witty,7
"I used to play piano by ear, but now I use my hands.",Witty,7
"Time flies like an arrow, fruit flies like a banana.",Witty,7
I'm reading a book on the history of glue - I just can't seem to put it down.,Witty,7
"I have a photographic memory, but I always forget to take off the lens cap.",Witty,7
"If at first, you don't succeed, skydiving is not for you.",Witty,7
"I'm not arguing, I'm just explaining why I'm right.",Witty,7
"I'm not lazy, I'm just on my energy-saving mode.",Witty,7
"The early bird might get the worm, but the second mouse gets the cheese.",Witty,7
"If you think nobody cares if you're alive, try missing a couple of car payments.",Witty,7
"I'm not arguing, I'm simply explaining why I am right.",Witty,7
"I don't always procrastinate, but when I do, I'll do it tomorrow.",Witty,7
I told my wife she was drawing her eyebrows too high. She looked surprised.,Witty,7
I tried to start a hot air balloon business but it never really took off.,Witty,7
"I was going to tell a joke about time travel, but you guys didn't like it.",Witty,7
I'm not sure if I'm actually depressed or just really good at being lazy.,Witty,7
I love being married. It's so great to find that one special person you want to annoy for the rest of your life.,Witty,7
"I have a degree in philosophy. Well, that and $5 will get you a cup of coffee.",Witty,7
I told my wife she should embrace her mistakes. She hugged me.,Witty,7
My girlfriend said she wanted me to be more like her ex. So I dumped her.,Witty,7
"I'm not saying I'm Batman, but have you ever seen me and Batman in the same room together?",Witty,7
"If at first, you don't succeed, redefine success.",Witty,7
"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals.",Witty,7
Don't worry about the world coming to an end today. It's already tomorrow in Australia.,Witty,7
"I'm not arguing, I'm just explaining why I'm right, in a way that makes it clear you're wrong.",Witty,7
I used to be indecisive. Now I'm not sure.,Witty,7
"I hate it when people ask me what I'll be doing in three years. Come on, I don't have 2020 vision.",Witty,7
The only time success comes before work is in the dictionary.,Witty,7
"I'm not a morning person, I'm a coffee person.",Witty,7
"I'm not lazy, I'm just conserving energy.",Witty,7
"I don't always have a sarcastic response, but when I do, I usually regret it.",Witty,7
"I always take life with a grain of salt. Plus a slice of lemon, and a shot of tequila.",Witty,7
Why do they call it rush hour when nothing moves?,Witty,7
"I'm not arguing, I'm just passionately expressing my opinion.",Witty,7
I'm not great at the advice. Can I interest you in a sarcastic comment?,Witty,7
"If you don't like my sarcasm, then stop asking stupid questions.",Witty,7
The difference between stupidity and genius is that genius has its limits.,Witty,7
"I'm not arguing, I'm just explaining why I'm right, and why you're wrong.",Witty,7
My bed is a magical place where I suddenly remember everything I forgot to do.,Witty,7
"I'm not lazy, I'm just conserving my energy for when it's really necessary.",Witty,7
A clean house is a sign of a wasted life.,Witty,7
"I'd tell you a chemistry joke, but I know I wouldn't get a reaction.",Witty,7
Time flies like an arrow; fruit flies like a banana.,Witty,7
"I always take life with a grain of salt, plus a slice of lemon, and a shot of tequila.",Witty,7
I told my wife she was drawing her eyebrows too high. She looked surprised.,Witty,7
"I'm not arguing, I'm just explaining why I'm right.",Witty,7
"I'm not lazy, I'm just on energy-saving mode.",Witty,7
"I used to be indecisive, but now I'm not sure.",Witty,7
Why did the tomato turn red? Because it saw the salad dressing!,Witty,7
I'm not sure if I have free time or if I'm just forgetting everything.,Witty,7
"If at first you don't succeed, redefine success.",Witty,7
"I'm not saying I'm Wonder Woman, I'm just saying no one has ever seen me and Wonder Woman in the same room together.",Witty,7
"I'm not always right, but I'm never wrong.",Witty,7
"If at first you don't succeed, then skydiving is not for you.",Witty,7
Some people just need a high-five. In the face. With a chair.,Witty,7
"I always take life with a grain of salt, a slice of lime, and a shot of tequila.",Witty,7
"I'm not arguing, I'm just explaining why I'm right.",Witty,7
"I'm not lazy, I'm just conserving my energy.",Witty,7
"I used to think I was indecisive, but now I'm not sure.",Witty,7
I'm not sure if I have free time or if I'm just forgetting everything.,Witty,7
Why did the scarecrow win an award? Because he was outstanding in his field.,Witty,7
"I'm not arguing, I'm just passionately expressing my point of view.",Witty,7
"I'm not saying I'm Batman, I'm just saying no one has ever seen me and Batman in the same room together.",Witty,7
"I'm not always right, but I'm never wrong.",Witty,7
"A day without sunshine is like, you know, night.",Witty,7
"If at first you don't succeed, then maybe you should do it the way your wife told you to do it.",Witty,7
"I'm not arguing, I'm just explaining why I'm right, and you're wrong.",Witty,7
"I'm not lazy, I'm just on power-saving mode.",Witty,7
"I used to be indecisive, but now I'm not sure.",Witty,7
I'm not sure if I have free time or if I'm just procrastinating.,Witty,7
Why don't scientists trust atoms? Because they make up everything.,Witty,7
"I'm not arguing, I'm just passionately disagreeing with you.",Witty,7
"I'm not saying I'm Superman, I'm just saying no one has ever seen me and Superman in the same room together.",Witty,7
"I'm not always right, but I'm never wrong...except for that one time when I thought I was wrong, but I was actually right.",Witty,7
"A day without coffee is like...just kidding, I have no idea what that's like.",Witty,7
"If at first you don't succeed, skydiving is not for you.",Witty,7
"I'm not arguing, I'm just explaining why you're wrong.",Witty,7
"I'm not lazy, I'm just conserving my energy for something more important.",Witty,7
"I used to think I was indecisive, but now I'm not sure...or am I?",Witty,7
I'm not sure if I have free time or if I'm just avoiding responsibility.,Witty,7
The pizza delivery guy arrived on a unicycle,Absurd,8
The cat sang a duet with the washing machine,Absurd,8
The mailbox started dancing after receiving a love letter,Absurd,8
The lampshade suddenly grew legs and ran away,Absurd,8
I accidentally turned my book into a pumpkin,Absurd,8
The clouds formed the shape of a giant spaghetti monster,Absurd,8
My shoes started speaking to me in a British accent,Absurd,8
"The toaster refused to make toast, claiming it was on strike",Absurd,8
My pillow turned into a hamster and ran away,Absurd,8
"The traffic light turned purple and started flashing ""dance party""",Absurd,8
The trees started talking to each other and sharing gossip,Absurd,8
I accidentally shrunk myself and got stuck inside a jar of peanut butter,Absurd,8
The television started playing my dreams instead of regular programming,Absurd,8
The bicycle started pedaling itself and took me on a wild ride,Absurd,8
My pen started writing its own novel and became a bestseller,Absurd,8
The flowers in my garden grew faces and started telling jokes,Absurd,8
The wall suddenly opened up to reveal a secret passageway,Absurd,8
My phone started ordering pizza for me without my permission,Absurd,8
The umbrella turned into a parachute and whisked me away,Absurd,8
The floorboards creaked a melody and turned into a dance floor,Absurd,8
My refrigerator started singing opera and became an overnight sensation,Absurd,8
The clock on the wall started ticking backwards,Absurd,8
The pencil turned into a sword and I had to battle my way through my math homework,Absurd,8
"The streetlights started playing a game of ""red light, green light"" with me",Absurd,8
The bookshelf grew wings and flew away with all my books,Absurd,8
My computer started typing out random messages from aliens,Absurd,8
The mirror suddenly shattered into a million pieces,Absurd,8
The water in my glass turned into jelly,Absurd,8
The shoes in my closet started tap-dancing,Absurd,8
The light bulb turned into a disco ball and started a party,Absurd,8
The street sign started giving me directions to Narnia,Absurd,8
The tea kettle started whistling a tune from a Broadway musical,Absurd,8
The ceiling fan turned into a helicopter and took me on a wild ride,Absurd,8
The pen in my hand started drawing portraits of famous people,Absurd,8
The doorknob started talking to me and giving me compliments,Absurd,8
The curtains on my windows started singing show tunes,Absurd,8
The pillow on my bed turned into a marshmallow,Absurd,8
The clouds turned into giant marshmallows and started raining down on me,Absurd,8
The hat rack started dancing the cha-cha,Absurd,8
The computer mouse turned into a real mouse and ran away,Absurd,8
The garden hose turned into a snake and started chasing me,Absurd,8
The rug on my floor turned into quicksand and almost swallowed me up,Absurd,8
The coffee mug turned into a magic potion that made me invisible,Absurd,8
The cat flew to the moon on a piece of toast.,Absurd,8
The teapot sang a tune to the cheese grater.,Absurd,8
The tree grew a pair of shoes and danced away.,Absurd,8
The turtle played poker with a herd of elephants.,Absurd,8
The sun wore sunglasses and played a guitar solo.,Absurd,8
The lamp spoke in rhymes and did the moonwalk.,Absurd,8
The toaster laughed at the bread before eating it.,Absurd,8
The mailbox turned into a car and drove away.,Absurd,8
The fish climbed a ladder to get to the clouds.,Absurd,8
The chair chased the table around the room.,Absurd,8
The shoe ate the sock and asked for more.,Absurd,8
The apple played the drums while the banana sang.,Absurd,8
The chicken crossed the road on a unicycle.,Absurd,8
The potato grew a moustache and joined a band.,Absurd,8
The stapler walked into a bar and ordered a drink.,Absurd,8
The spoon challenged the fork to a duel.,Absurd,8
The television watched the people and laughed.,Absurd,8
The clock ran backwards and stopped time.,Absurd,8
The pencil drew a self-portrait and signed it.,Absurd,8
The mouse rode a skateboard down the stairs.,Absurd,8
The broom danced with the mop on a disco ball.,Absurd,8
The snake wore a top hat and sang opera.,Absurd,8
The rock turned into a butterfly and flew away.,Absurd,8
The balloon floated away with a message to space.,Absurd,8
The door talked to the wall and told it a joke.,Absurd,8
The robot fell in love with a toaster oven.,Absurd,8
The hat grew legs and went for a walk.,Absurd,8
The pillow fought with the blanket over the bed.,Absurd,8
The soap jumped out of the dish and took a shower.,Absurd,8
The book read itself to the audience.,Absurd,8
The plant spoke with a French accent and drank coffee.,Absurd,8
The toothbrush sang a lullaby to the toothpaste.,Absurd,8
The moon played hide-and-seek with the stars.,Absurd,8
The umbrella turned into a bird and flew away.,Absurd,8
The bird rode a bicycle while wearing a hat.,Absurd,8
The octopus played chess with the crab.,Absurd,8
The carrot raced the cucumber on a track.,Absurd,8
The train turned into a hot air balloon and flew away.,Absurd,8
The lemonade turned into a superhero and saved the day.,Absurd,8
The cookie danced with the ice cream cone.,Absurd,8
The cloud became a rainbow and smiled at the world.,Absurd,8
The dog spoke in riddles and played the piano.,Absurd,8
The shoebox ate the shoes and went for a walk.,Absurd,8
The fridge turned into a rocket ship and flew to the moon.,Absurd,8
The fire hydrant sprayed water on the flowers.,Absurd,8
The bicycle raced the motorcycle on the highway.,Absurd,8
The butterfly played a game of cards with the bee.,Absurd,8
The key opened the door to a magical kingdom.,Absurd,8
The camera took a selfie and posted it on social media.,Absurd,8
The telescope looked into the past and saw the dinosaurs.,Absurd,8
The donut raced the bagel on a conveyor belt.,Absurd,8
The cloud floated into the room and rained confetti.,Absurd,8
The blanket became a superhero and saved the pillows.,Absurd,8
The cactus wore a sombrero and danced salsa.,Absurd,8
The rubber duck became the captain of a pirate ship.,Absurd,8
The popcorn popped itself and ate all the butter.,Absurd,8
The caterpillar turned into a butterfly and flew away.,Absurd,8
The flagpole became a tree and grew apples.,Absurd,8
The drum set played a solo in the middle of the desert.,Absurd,8
You lied to me!,Accusatory,9
You cheated on me!,Accusatory,9
You stole my money!,Accusatory,9
You broke my heart!,Accusatory,9
You betrayed my trust!,Accusatory,9
You hurt me!,Accusatory,9
You attacked me!,Accusatory,9
You slandered me!,Accusatory,9
You defamed me!,Accusatory,9
You harassed me!,Accusatory,9
You stole my car!,Accusatory,9
You lied to me!,Accusatory,9
You cheated on me!,Accusatory,9
You're a liar!,Accusatory,9
You're a cheater!,Accusatory,9
You're a thief!,Accusatory,9
You're a bully!,Accusatory,9
You're a coward!,Accusatory,9
You're a hypocrite!,Accusatory,9
You're a jerk!,Accusatory,9
You're responsible for this mess!,Accusatory,9
You're to blame for this!,Accusatory,9
You caused this!,Accusatory,9
You did this!,Accusatory,9
You're a danger to yourself and others!,Accusatory,9
You're a threat to society!,Accusatory,9
You're a menace!,Accusatory,9
You're a psychopath!,Accusatory,9
You're a sociopath!,Accusatory,9
You're a narcissist!,Accusatory,9
You're a sociopath!,Accusatory,9
You're a sadist!,Accusatory,9
You're a monster!,Accusatory,9
You're a disgrace!,Accusatory,9
